TID	이름	설명
12730	Combined Deadly Prayer Stone <Lv. 6>	Level 6, Combined Deadly Prayer Stone\n\nAttack Rate +14\nCritical Damage +26%\n\nIt cannot be equipped in conjunction with other Deadly Prayer Stones.\nIt cannot be equipped in conjunction with other Critical Hit Prayer Stones.
12731	Combined Magical Power Prayer Stone <Lv. 1>	Level 1, Combined Magical Power Prayer Stone\n\nMana +50\nRestores 4 Mana every 10 seconds.\nReduces Skill Casting/Cooldown Time by 3%.\n\nIt cannot be equipped in conjunction with other Magical Power Prayer Stones.\nIt cannot be equipped in conjunction with other Sage Prayer Stones.\nIt cannot be equipped in conjunction with other Spirit Uplift Prayer Stones.
12732	Combined Magical Power Prayer Stone <Lv. 2>	Level 2, Combined Magical Power Prayer Stone\n\nMana +65\nRestores 5 mana every 10 seconds.\nReduces Skill Casting/Cooldown Time by 4%.\n\nIt cannot be equipped in conjunction with other Magical Power Prayer Stones.\nIt cannot be equipped in conjunction with other Sage Prayer Stones.\nIt cannot be equipped in conjunction with other Spirit Uplift Prayer Stones.
12733	Combined Magical Power Prayer Stone <Lv. 3>	Level 3, Combined Magical Power Prayer Stone\n\nMana +80\nRestores 6 mana every 10 seconds.\nReduces Skill Casting/Cooldown Time by 5%.\n\nIt cannot be equipped in conjunction with other Magical Power Prayer Stones.\nIt cannot be equipped in conjunction with other Sage Prayer Stones.\nIt cannot be equipped in conjunction with other Spirit Uplift Prayer Stones.
12734	Combined Magical Power Prayer Stone <Lv. 4>	Level 4, Combined Magical Power Prayer Stone\n\nMana +90\nRestores 7 mana every 10 seconds.\nReduces Skill Casting/Cooldown Time by 6%.\n\nIt cannot be equipped in conjunction with other Magical Power Prayer Stones.\nIt cannot be equipped in conjunction with other Sage Prayer Stones.\nIt cannot be equipped in conjunction with other Spirit Uplift Prayer Stones.
12735	Combined Magical Power Prayer Stone <Lv. 5>	Level 5, Combined Magical Power Prayer Stone\n\nMana +100\nRestores 8 mana every 10 seconds.\nReduces Skill Casting/Cooldown Time by 7%.\n\nIt cannot be equipped in conjunction with other Magical Power Prayer Stones.\nIt cannot be equipped in conjunction with other Sage Prayer Stones.\nIt cannot be equipped in conjunction with other Spirit Uplift Prayer Stones.
12736	Combined Magical Power Prayer Stone <Lv. 6>	Level 6, Combined Magical Power Prayer Stone\n\nMana +110\nRestores 9 mana every 10 seconds.\nReduces Skill Casting/Cooldown Time by 8%.\n\nIt cannot be equipped in conjunction with other Magical Power Prayer Stones.\nIt cannot be equipped in conjunction with other Sage Prayer Stones.\nIt cannot be equipped in conjunction with other Spirit Uplift Prayer Stones.
12737	Combined Life Prayer Stone <Lv. 1>	Level 1, Combined Life Prayer Stone\n\nHP +50\nRestores 4 HP every 10 seconds.\n\nIt cannot be equipped in conjunction with other Life Prayer Stones.\nIt cannot be equipped in conjunction with other Prayer Stones of Vitality.\nIt cannot be equipped in conjunction with other Stamina Buff Prayer Stones.
12738	Combined Life Prayer Stone <Lv. 2>	Level 2, Combined Life Prayer Stone\n\nHP +65\nRestores 5 HP every 10 seconds.\n\nIt cannot be equipped in conjunction with other Life Prayer Stones.\nIt cannot be equipped in conjunction with other Prayer Stones of Vitality.\nIt cannot be equipped in conjunction with other Stamina Buff Prayer Stones.
12739	Combined Life Prayer Stone <Lv. 3>	Level 3, Combined Life Prayer Stone\n\nHP +80\nRestores 6 HP every 10 seconds.\n\nIt cannot be equipped in conjunction with other Life Prayer Stones.\nIt cannot be equipped in conjunction with other Prayer Stones of Vitality.\nIt cannot be equipped in conjunction with other Stamina Buff Prayer Stones.
12740	Combined Life Prayer Stone <Lv. 4>	Level 4, Combined Life Prayer Stone\n\nHP +90\nRestores 7 HP every 10 seconds.\n\nIt cannot be equipped in conjunction with other Life Prayer Stones.\nIt cannot be equipped in conjunction with other Prayer Stones of Vitality.\nIt cannot be equipped in conjunction with other Stamina Buff Prayer Stones.
12741	Combined Life Prayer Stone <Lv. 5>	Level 5, Combined Life Prayer Stone\n\nHP +100\nRestores 8 HP every 10 seconds.\n\nIt cannot be equipped in conjunction with other Life Prayer Stones.\nIt cannot be equipped in conjunction with other Prayer Stones of Vitality.\nIt cannot be equipped in conjunction with other Stamina Buff Prayer Stones.
12742	Combined Life Prayer Stone <Lv. 6>	Level 6, Combined Life Prayer Stone\n\nHP +110\nRestores 9 HP every 10 seconds.\n\nIt cannot be equipped in conjunction with other Life Prayer Stones.\nIt cannot be equipped in conjunction with other Prayer Stones of Vitality.\nIt cannot be equipped in conjunction with other Stamina Buff Prayer Stones.
12743	Combined Sage Prayer Stone <Lv. 1>	Level 1, Combined Sage Prayer Stone\n\nWisdom +10\nIntelligence +10\nMana +6%\n\nIt cannot be equipped in conjunction with other Sage Prayer Stones.\nIt cannot be equipped in conjunction with other Magical Power Prayer Stones.\nIt cannot be equipped in conjunction with other Spirit Uplift Prayer Stones.
12744	Combined Sage Prayer Stone <Lv. 2>	Level 2, Combined Sage Prayer Stone\n\nWisdom +15\nIntelligence +20\nMana +8%\n\nIt cannot be equipped in conjunction with other Sage Prayer Stones.\nIt cannot be equipped in conjunction with other Magical Power Prayer Stones.\nIt cannot be equipped in conjunction with other Spirit Uplift Prayer Stones.
12745	Combined Sage Prayer Stone <Lv. 3>	Level 3, Combined Sage Prayer Stone\n\nWisdom +20\nIntelligence +30\nMana +10%\n\nIt cannot be equipped in conjunction with other Sage Prayer Stones.\nIt cannot be equipped in conjunction with other Magical Power Prayer Stones.\nIt cannot be equipped in conjunction with other Spirit Uplift Prayer Stones.
12746	Combined Sage Prayer Stone <Lv. 4>	Level 4, Combined Sage Prayer Stone\n\nWisdom +25\nIntelligence +40\nMana +12%\n\nIt cannot be equipped in conjunction with other Sage Prayer Stones.\nIt cannot be equipped in conjunction with other Magical Power Prayer Stones.\nIt cannot be equipped in conjunction with other Spirit Uplift Prayer Stones.
12747	Combined Sage Prayer Stone <Lv. 5>	Level 5, Combined Sage Prayer Stone\n\nWisdom +30\nIntelligence +50\nMana +13%\n\nIt cannot be equipped in conjunction with other Sage Prayer Stones.\nIt cannot be equipped in conjunction with other Magical Power Prayer Stones.\nIt cannot be equipped in conjunction with other Spirit Uplift Prayer Stones.
12748	Combined Sage Prayer Stone <Lv. 6>	Level 6, Combined Sage Prayer Stone\n\nWisdom +35\nIntelligence +60\nMana +14%\n\nIt cannot be equipped in conjunction with other Sage Prayer Stones.\nIt cannot be equipped in conjunction with other Magical Power Prayer Stones.\nIt cannot be equipped in conjunction with other Spirit Uplift Prayer Stones.
12749	Combined Fierce Attack Prayer Stone <Lv. 1>	Level 1, Combined Fierce Attack Prayer Stone\n\nPhysical Damage +1\nStrength +10\n\nIt cannot be equipped in conjunction with other Fierce Attack Prayer Stones.
12750	Combined Fierce Attack Prayer Stone <Lv. 2>	Level 2, Combined Fierce Attack Prayer Stone\n\nPhysical Damage +2\nStrength +20\n\nIt cannot be equipped in conjunction with other Fierce Attack Prayer Stones.
12751	Combined Fierce Attack Prayer Stone <Lv. 3>	Level 3, Combined Fierce Attack Prayer Stone\n\nPhysical Damage +3\nStrength +30\n\nIt cannot be equipped in conjunction with other Fierce Attack Prayer Stones.
12752	Combined Fierce Attack Prayer Stone <Lv. 4>	Level 4, Combined Fierce Attack Prayer Stone\n\nPhysical Damage +4\nStrength +40\n\nIt cannot be equipped in conjunction with other Fierce Attack Prayer Stones.
12753	Combined Fierce Attack Prayer Stone <Lv. 5>	Level 5, Combined Fierce Attack Prayer Stone\n\nPhysical Damage +5\nStrength +50\n\nIt cannot be equipped in conjunction with other Fierce Attack Prayer Stones.
12754	Combined Fierce Attack Prayer Stone <Lv. 6>	Level 6, Combined Fierce Attack Prayer Stone\n\nPhysical Damage +6\nStrength +60\n\nIt cannot be equipped in conjunction with other Fierce Attack Prayer Stones.
12755	Combined Windfall Prayer Stone <Lv. 1>	Level 1, Combined Windfall Prayer Stone\n\nBonus Drop Rate +5%\nAll Elemental Resistances +1%\n\nIt cannot be equipped in conjunction with other Windfall Prayer Stones.\nIt cannot be equipped in conjunction with other Lucky Prayer Stones.
12756	Combined Windfall Prayer Stone <Lv. 2>	Level 2, Combined Windfall Prayer Stone\n\nBonus Drop Rate +10%\nAll Elemental Resistances +2%\n\nIt cannot be equipped in conjunction with other Windfall Prayer Stones.\nIt cannot be equipped in conjunction with other Lucky Prayer Stones.
12757	Combined Windfall Prayer Stone <Lv. 3>	Level 3, Combined Windfall Prayer Stone\n\nBonus Drop Rate +15%\nAll Elemental Resistances +3%\n\nIt cannot be equipped in conjunction with other Windfall Prayer Stones.\nIt cannot be equipped in conjunction with other Lucky Prayer Stones.
12758	Combined Windfall Prayer Stone <Lv. 4>	Level 4, Combined Windfall Prayer Stone\n\nBonus Drop Rate +18%\nAll Elemental Resistances +4%\n\nIt cannot be equipped in conjunction with other Windfall Prayer Stones.\nIt cannot be equipped in conjunction with other Lucky Prayer Stones.
12759	Combined Windfall Prayer Stone <Lv. 5>	Level 5, Combined Windfall Prayer Stone\n\nBonus Drop Rate +21%\nAll Elemental Resistances +5%\n\nIt cannot be equipped in conjunction with other Windfall Prayer Stones.\nIt cannot be equipped in conjunction with other Lucky Prayer Stones.
12760	Combined Windfall Prayer Stone <Lv. 6>	Level 6, Combined Windfall Prayer Stone\n\nBonus Drop Rate +24%\nAll Elemental Resistances +6%\n\nIt cannot be equipped in conjunction with other Windfall Prayer Stones.\nIt cannot be equipped in conjunction with other Lucky Prayer Stones.
12761	Combined Absolute Defense Prayer Stone <Lv. 1>	Level 1, Combined Absolute Defense Prayer Stone\n\nPhysical Resistance +6%\nPhysical Defense +2\n\nIt cannot be equipped in conjunction with other Absolute Defense Prayer Stones.\nIt cannot be equipped in conjunction with other Indomitable Prayer Stones.\nIt cannot be equipped in conjunction with other Physical Resistance Prayer Stones.
12762	Combined Absolute Defense Prayer Stone <Lv. 2>	Level 2, Combined Absolute Defense Prayer Stone\n\nPhysical Resistance +8%\nPhysical Defense +3\n\nIt cannot be equipped in conjunction with other Absolute Defense Prayer Stones.\nIt cannot be equipped in conjunction with other Indomitable Prayer Stones.\nIt cannot be equipped in conjunction with other Physical Resistance Prayer Stones.
12763	Combined Absolute Defense Prayer Stone <Lv. 3>	Level 3, Combined Absolute Defense Prayer Stone\n\nPhysical Resistance +10%\nPhysical Defense +4\n\nIt cannot be equipped in conjunction with other Absolute Defense Prayer Stones.\nIt cannot be equipped in conjunction with other Indomitable Prayer Stones.\nIt cannot be equipped in conjunction with other Physical Resistance Prayer Stones.
12764	Combined Absolute Defense Prayer Stone <Lv. 4>	Level 4, Combined Absolute Defense Prayer Stone\n\nPhysical Resistance +11%\nPhysical Defense +5\n\nIt cannot be equipped in conjunction with other Absolute Defense Prayer Stones.\nIt cannot be equipped in conjunction with other Indomitable Prayer Stones.\nIt cannot be equipped in conjunction with other Physical Resistance Prayer Stones.
12765	Combined Absolute Defense Prayer Stone <Lv. 5>	Level 5, Combined Absolute Defense Prayer Stone\n\nPhysical Resistance +12%\nPhysical Defense +6\n\nIt cannot be equipped in conjunction with other Absolute Defense Prayer Stones.\nIt cannot be equipped in conjunction with other Indomitable Prayer Stones.\nIt cannot be equipped in conjunction with other Physical Resistance Prayer Stones.
12766	Combined Absolute Defense Prayer Stone <Lv. 6>	Level 6, Combined Absolute Defense Prayer Stone\n\nPhysical Resistance +13%\nPhysical Defense +7\n\nIt cannot be equipped in conjunction with other Absolute Defense Prayer Stones.\nIt cannot be equipped in conjunction with other Indomitable Prayer Stones.\nIt cannot be equipped in conjunction with other Physical Resistance Prayer Stones.
12767	Combined Vitality Prayer Stone <Lv. 1>	Level 1, Combined Vitality Prayer Stone\n\nHP +6%\nStamina +5\n\nIt cannot be equipped in conjunction with other Prayer Stones of Vitality.\nIt cannot be equipped in conjunction with other Life Prayer Stones.\nIt cannot be equipped in conjunction with other Stamina Buff Prayer Stones.
12768	Combined Vitality Prayer Stone <Lv. 2>	Level 2, Combined Vitality Prayer Stone\n\nHP +8%\nStamina +10\n\nIt cannot be equipped in conjunction with other Prayer Stones of Vitality.\nIt cannot be equipped in conjunction with other Life Prayer Stones.\nIt cannot be equipped in conjunction with other Stamina Buff Prayer Stones.
12769	Combined Vitality Prayer Stone <Lv. 3>	Level 3, Combined Vitality Prayer Stone\n\nHP +10%\nStamina +15\n\nIt cannot be equipped in conjunction with other Prayer Stones of Vitality.\nIt cannot be equipped in conjunction with other Life Prayer Stones.\nIt cannot be equipped in conjunction with other Stamina Buff Prayer Stones.
12770	Combined Vitality Prayer Stone <Lv. 4>	Level 4, Combined Vitality Prayer Stone\n\nHP +12%\nStamina +20\n\nIt cannot be equipped in conjunction with other Prayer Stones of Vitality.\nIt cannot be equipped in conjunction with other Life Prayer Stones.\nIt cannot be equipped in conjunction with other Stamina Buff Prayer Stones.
12771	Combined Vitality Prayer Stone <Lv. 5>	Level 5, Combined Vitality Prayer Stone\n\nHP +13%\nStamina +25\n\nIt cannot be equipped in conjunction with other Prayer Stones of Vitality.\nIt cannot be equipped in conjunction with other Life Prayer Stones.\nIt cannot be equipped in conjunction with other Stamina Buff Prayer Stones.
12772	Combined Vitality Prayer Stone <Lv. 6>	Level 6, Combined Vitality Prayer Stone\n\nHP +14%\nStamina +30\n\nIt cannot be equipped in conjunction with other Prayer Stones of Vitality.\nIt cannot be equipped in conjunction with other Life Prayer Stones.\nIt cannot be equipped in conjunction with other Stamina Buff Prayer Stones.
12773	Combined Elemental Prayer Stone <Lv. 1>	Level 1, Combined Elemental Prayer Stone\n\nIce Elemental Damage +4\nLightning Elemental Damage +4\nPoison Elemental Damage +4\n\nIt cannot be equipped in conjunction with other Elemental Prayer Stones.
12774	Combined Elemental Prayer Stone <Lv. 2>	Level 2, Combined Elemental Prayer Stone\n\nIce Elemental Damage +8\nLightning Elemental Damage +8\nPoison Elemental Damage +8\n\nIt cannot be equipped in conjunction with other Elemental Prayer Stones.
12775	Combined Elemental Prayer Stone <Lv. 3>	Level 3, Combined Elemental Prayer Stone\n\nIce Elemental Damage +12\nLightning Elemental Damage +12\nPoison Elemental Damage +12\n\nIt cannot be equipped in conjunction with other Elemental Prayer Stones.
12776	Combined Elemental Prayer Stone <Lv. 4>	Level 4, Combined Elemental Prayer Stone\n\nIce Elemental Damage +14\nLightning Elemental Damage +14\nPoison Elemental Damage +14\n\nIt cannot be equipped in conjunction with other Elemental Prayer Stones.
12777	Combined Elemental Prayer Stone <Lv. 5>	Level 5, Combined Elemental Prayer Stone\n\nIce Elemental Damage +16\nLightning Elemental Damage +16\nPoison Elemental Damage +16\n\nIt cannot be equipped in conjunction with other Elemental Prayer Stones.
12778	Combined Elemental Prayer Stone <Lv. 6>	Level 6, Combined Elemental Prayer Stone\n\nIce Elemental Damage +18\nLightning Elemental Damage +18\nPoison Elemental Damage +18\n\nIt cannot be equipped in conjunction with other Elemental Prayer Stones.
12779	Combined Impregnability Prayer Stone <Lv. 1>	Level 1, Combined Impregnability Prayer Stone\n\nSkill Block Rate +4%\nBlock Rate +2%\n\nIt cannot be equipped in conjunction with other Impregnable Prayer Stones.
12780	Combined Impregnability Prayer Stone <Lv. 2>	Level 2, Combined Impregnability Prayer Stone\n\nSkill Block Rate +6%\nBlock Rate +4%\n\nIt cannot be equipped in conjunction with other Impregnable Prayer Stones.
12781	Combined Impregnability Prayer Stone <Lv. 3>	Level 3, Combined Impregnability Prayer Stone\n\nSkill Block Rate +8%\nBlock Rate +6%\n\nIt cannot be equipped in conjunction with other Impregnable Prayer Stones.
12782	Combined Impregnability Prayer Stone <Lv. 4>	Level 4, Combined Impregnability Prayer Stone\n\nSkill Block Rate +11%\nBlock Rate +8%\n\nIt cannot be equipped in conjunction with other Impregnable Prayer Stones.
12783	Combined Impregnability Prayer Stone <Lv. 5>	Level 5, Combined Impregnability Prayer Stone\n\nSkill Block Rate +12%\nBlock Rate +9%\n\nIt cannot be equipped in conjunction with other Impregnable Prayer Stones.
12784	Combined Impregnability Prayer Stone <Lv. 6>	Level 6, Combined Impregnability Prayer Stone\n\nSkill Block Rate +13%\nBlock Rate +10%\n\nIt cannot be equipped in conjunction with other Impregnable Prayer Stones.
